code,name,brand,price,description,image,page,confidence
T15,AUDIFONO MOVISUN,,45.0,"•
PRODUCTO: AUDIFONO
•
ENTRADA  DE CARGA TIPO C
•
CUENTA CON SENSOR TACTIL Y
MICROFONO INCORPORADO.
•
INCLUYE: CABLE CARGADOR Y
ESTUCHE CON FORRO",images/T15.jpg,642,0.9
T20,AUDIFONO MOVISUN,,45.0,"•
PRODUCTO: AUDIFONO
•
ENTRADA  DE CARGA TIPO C
•
CUENTA CON FUNCION TWS
PARA UN SONIDO ESTEREO DE
ALTA CALIDAD
•
CUENTA CON DISEÑO
ERGONOMICO Y CONTROLES
TACTILES PARA GESTIONAR
LLAMADAS Y MUSICA.
•
INCLUYE: CABLE CARGADOR
,ESTUCHE Y FORRO.",images/T20.jpg,643,0.9
OWS929,AUDIFONO TWS HAVIT,,45.0,"•
PRODUCTO: AUDIFONO
CUENTAN CON UN DISEÑO
DE OÍDO ABIERTO (OPEN-EAR)
PARA MAYOR COMODIDAD
DURANTE SU USO.
•
BATERIA: 300MAH
•
OFRECEN TECNOLOGÍA
DE CANCELACIÓN DE
RUIDO PARA LLAMADAS CLARAS
•
DISPOSITIVOS INALÁMBRICOS TI
PO TRUE WIRELESS CON
ESTUCHE DE CARGA.
•
COLORES: BLANCO Y VERDE",images/OWS929.jpg,644,0.9
SZ12153,AUDÌFONO BLUETOOTH,,46.0,"• PRODUCTO: AUDIFONO
INALAMBRICO MULTIFUNCIONAL
• FUNCIONA: POWER BANK,
PANTALLA TACTIL
• TAMAÑO PANTALLA:  2.8
PULGADAS
• BATERIA: 8000MAH
• PUERTOS: 1 PUERTO  USB , 1
PUERTO TIPO C, INCORPORADO
LINTERNA
• INCLUYE: CABLE ENTRADA TIPO C
Y IPHONE",images/SZ12153.jpg,645,0.9
T17,AUDIFONO MOVISUN,,48.0,"•
PRODUCTO: AUDIFONO
•
ENTRADA  DE CARGA TIPO C
•
CUENTA CON FUNCION TWS
PARA UN SONIDO ESTEREO DE
ALTA CALIDAD
•
INCLUYE: CABLE CARGADOR Y
ESTUCHE CON FORRO",images/T17.jpg,646,0.9
OWS928,AUDIFONO TWS HAVIT,,50.0,"•
PRODUCTO: AUDIFONO
CUENTAN CON UN DISEÑO
DE OÍDO ABIERTO (OPEN-EAR)
PARA MAYOR COMODIDAD
DURANTE SU USO.
•
OFRECEN TECNOLOGÍA
DE CANCELACIÓN DE
RUIDO PARA LLAMADAS CLARAS
•
DISPOSITIVOS INALÁMBRICOS TI
PO TRUE WIRELESS CON
ESTUCHE DE CARGA.",images/OWS928.jpg,647,0.9
,LIVE BEAM 3 AUDIFONO JBL INALAMBRICO,,50.0,"• AUDIFONO INALAMBRICO
• MODELO CHUPON
• PANTALLATACTIL DE 1.45
PULGADAS, PARA CONTGROLAR
VOLUMEN,Y LLAMADAS SIN USAR
EL CELULAR.
• CABLE DE CARGA",images/page_648_product_001.jpg,648,0.75
EW-A444BW,AUDIFONO,EWTTO,55.0,"• PRODUCTO: AUDÍFONO
INALÁMBRICO
• FUNCIONES:  BLUETOOTH 5.3
• CAPACIDAD DE BATERIA C/U:
30MAH
• TIEMPO DE REPRODUCCIÓN:
20H
• MODELO: BASS
• ILUMIACIÓN RÍTMICA RGB
• INCLUYE: CABLE DE CARGA
TIPO C",images/EW-A444BW.jpg,649,1.0
BH15,AUDIFONO MICCELL,,55.0,"•
PRODUCTO: AUDIFONO
•
PANTALLA CON INDICADOR DE
BATERIA
•
SONIDO DE CALIDAD HI-FI.
•
CUENTA CON CANCELACION DE
RUIDO ANC+ENC Y TRADUCCION
POR IA.
•
ENTRADA  DE CARGA TIPO C
•
INCLUYE: CABLE CARGADOR",images/BH15.jpg,650,0.9
,EARBOX SUPER AUDIFONO MOVISUN,,55.0,"•
PRODUCTO: AUDIFONO
•
ENTRADA  DE CARGA TIPO C
•
BATERIA: 1800MAH
•
TIEMPO DE REPRODUCCION:
4.5H
•
PANTALLA LED
•
INCLUYE: CABLE CARGADOR Y
FORRO",images/page_651_product_001.jpg,651,0.75
,EARBOX BUDS 3 AUDIFONO MOVISUN,,60.0,"• PRODUCTO: AUDIFONO
INALÁMBRICO
• CONECTIVIDAD: BLUETOOTH
• CARACTERÍSTICAS:
CANCELACION DE RUIDO,
MICRÓFONO INCORPORADO
• MODELO: CHUPON
• INCLUYE: CABLE DE CARGA TIPO
C, FUNDA
• COLOR: NEGRO",images/page_652_product_001.jpg,652,0.75
,AIRPODS PRO3 AUDIFONO IPHONE 3ERA GENERACION,,55.0,"• AUDIFONO INALAMBRICO
MODELO AIRPODS PRO
• MODELO CHUPON
• DOBLE CANCELACION DE RUIDO
• COMPATIBLE Y RECONOCIBLE
CON CELULARES APPLE
• RECONOCIMIENTO AUTOMÁTICO
• ALTA CALIDAD DE SONIDO
• LARGA DURACION DE BATERIA
• PUERTO DE CARGA TIPO C",images/page_653_product_001.jpg,653,0.75
OWS915,AUDIFONO TWS HAVIT,,70.0,"• DISEÑO: OPEN-EAR
• CONECTIVIDAD: BLUETOOTH 5.4
PARA UNA CONEXIÓN ESTABLE.
• BATERÍA: HASTA 64 HORAS DE
REPRODUCCIÓN
• FUNCIONES: RESISTENCIA AL
AGUA IPX5",images/OWS915.jpg,654,0.9
P47,AUDIFONO VINCHA,,9.0,"• PRODUCTO: AUDIFONO
• MODELO: VINCHA
• FUNCIONES: BLUETOOTH,
LECTOR DE MEMORIA,
ENTRADA AUXILIAR,TF
CARD,FM,MP3 PLAYER
• HORAS: 15H
• INCLUYE: CABLE DE CARGA
• COLORES:
NEGRO,VERDE,ROJO,AZÚL Y
BLANCO",images/P47.jpg,655,0.9
P47M,AUDIFONO VINCHA,,10.0,"• PRODUCTO: AUDÍFONO VINCHA
• MODELO : GATITO
• CONEXIÓN: RECARGABLE
• FUNCIONES: BLUETOOTH,
CARACTERÍSTICAS: ENTRADA
AUXILIAR, CABLE DE CARGA
• MATERIAL: PLÁSTICO
COMBINADOS CON GEL O GOMA
• ILUMINACION LED: RGB
• COLORES: AZÚL,ROSADO Y
NEGRO",images/P47M.jpg,656,0.9
,P9 AUDIFONO VINCHA,,10.0,"• PRODUCTO: AUDÍFONO
VINCHA
• CONEXIÓN: RECARGABLE
• FUNCIONES: BLUETOOTH,
LECTOR DE MEMORIA
• MODELO: IPHONE
• COLORES:
ROSADO,AZUL,VERDE,GRIS Y
NEGRO",images/page_657_product_001.jpg,657,0.75
STN-28,AUDIFONO GATO,,15.0,"• PRODUCTO: AUDIFONO
CAT VINCHA
• CARACTERISTICAS:
ALMOHADILLA
ACOLCHONADA,GAMER
• DISTANCIA DE
TRANSMISIÓN: 10 M
• INCLUYE: CABLE
AUXILIAR
• COLORES:
NEGRO,AZÚL,MORADO,
ROSADO Y VERDE",images/STN-28.jpg,658,0.9
,BKAKHPRB AUDIFONO BROOKSTONE PURE JAMS,,16.0,"• INALÁMBRICOS: BLUETOOTH
• SEGUROS PARA NIÑOS: DISEÑADOS
ESPECÍFICAMENTE PARA UN USO
INFANTIL SEGURO.
• DURACIÓN DE BATERÍA: OFRECEN
HASTA 8 HORAS
• CONEXIÓN POR CABLE: INCLUYEN
UN CONECTOR DE AUDIO DE 3.5MM
• DISEÑO: LIGEROS Y PLEGABLES",images/page_659_product_001.jpg,659,0.75
AD-HB19,AUDIFONO,ALDEEPO,20.0,"• AUDIFONO MODELO VINCHA
• CONECTIVIDAD: BUETOOTH,
RANURA MICRO SD
• ALMOHADILLAS SUAVES
• MICROFONO INTEGRADO
• COMODO, PLEGABLE,
DURADERO
• EFECTO DE SONIDO
ENVOLVENTE",images/AD-HB19.jpg,660,1.0
AD-HB780,AUDIFONO,ALDEEPO,20.0,"• AUDIFONO MODELO
VINCHA
• CONECTIVIDAD: BUETOOTH,
RANURA MICRO SD
• ALMOHADILLAS SUAVES
• MICROFONO INTEGRADO
• COMODO, PLEGABLE,
DURADERO
• EFECTO DE SONIDO
ENVOLVENTE",images/AD-HB780.jpg,661,1.0
ET-A4108B,AUDIFONO,EWTTO,25.0,"• AUDIFONO MODELO
VINCHA
• BATERIA: 200 MAH
• POTENCIA: 20MW
• CONECTIVIDAD: BUETOOTH,
RANURA MICRO SD
• ALMOHADILLAS SUAVES
• COMODO, PLEGABLE,
DURADERO
• EFECTO DE SONIDO
ENVOLVENTE",images/ET-A4108B.jpg,662,1.0
ET-A4044B,AUDIFONO,EWTTO,26.0,"• AUDIFONO INALAMBRICO
• MODELO: VINCHA
ACOLCHONADA
• HASTA 12 HORAS DE
REPRODUCCION
• ENTRADA TARJETA DE
MEMORIA
• CABLE DE CARGA TIPO C",images/ET-A4044B.jpg,663,1.0
BS-1801BT,AUDIFONO BOSSNEY,,28.0,"• PRODUCTO: AUDÍFONO
INALÁMBRICO
• MODELO: VINCHA
• FUNCIONES: BLUETOOTH
• INCLUYE: ENTRADA AUXILIAR,
CABLE DE CARGA TIPO C, CABLE
AUXILIAR
• COLORES: NEGRO Y AZÚL",images/BS-1801BT.jpg,664,0.9
EB31,AUDIFONO YOOK,,30.0,"• AUDIFONO MODELO VINCHA
• CONECTIVIDAD: BUETOOTH
5.3+EDR PARA UN ALCANCE DE
10 METROS.
• CUENTA CON SOPORTE PARA
TARJETAS TF
• ALMOHADILLAS SUAVES Y
AJUSTABLES
• COMODO, PLEGABLE,
DURADERO
• EFECTO DE SONIDO
ENVOLVENTE",images/EB31.jpg,665,0.9
RD-3077BT,AUDIFONO VINCHA REDD,,32.0,"• AUDÍFONO INALÁMBRICO
• MODELO:  VINCHA
ACOLCHONADA
• MICRÓFONO INTEGRADO
PARA LLAMADAS
• BLUETOOTH
• CONTENIDO:CABLE AUXILIAR Y
CABLE TIPO C",images/RD-3077BT.jpg,666,0.9
RD-3076BT,AUDIFONO VINCHA REDD,,32.0,"• AUDÍFONO INALÁMBRICO
• MODELO:  VINCHA
ACOLCHONADA
• MICRÓFONO INTEGRADO
PARA LLAMADAS
• BLUETOOTH
• CONTENIDO:CABLE AUXILIAR Y
CABLE TIPO C",images/RD-3076BT.jpg,667,0.9
AD-HB750,AUDIFONO,ALDEEPO,35.0,"• AUDIFONO MODELO
VINCHA
• VOLTAJE: 5V
• CONECTIVIDAD: BUETOOTH,
RANURA MICRO SD
• ALMOHADILLAS SUAVES
• MICROFONO INTEGRADO
• COMODO, PLEGABLE,
DURADERO
• EFECTO DE SONIDO
ENVOLVENTE",images/AD-HB750.jpg,668,1.0
B12,AUDIFONO VINCHA MICCELL,,35.0,"• INALÁMBRICOS: BLUETOOTH
• CUENTA CON MICROFONO
INCORPORADO Y UN DISEÑO DE
DIADEMA AJUSTABLE.
• ESTAN DISEÑADOS PARA OFRECER
UN SONIDO ESTEREO ENVOLVENTE
CON BAJOS POTENTES.
• INCLUYE:CABLE DE CARGA Y CABLE
AUXILIAR.",images/B12.jpg,669,0.9
BG-A4011B,AUDIFONO VINCHA BIG- GER,,35.0,"• AUDIFONO INALAMBRICO VINCHA
• DISEÑO MATE
• ALMOHADILLA ACOLCHONADA
• ENTRADA AUXILIAR
• CABLE DE CARGA
• CABLE AUXILIAR
• DURABILIDAD DE BATERIA 12H
• ENTRA PARA MICRO SD",images/BG-A4011B.jpg,670,0.9
BT28,AUDIFONO SUPER NOVA,,35.0,"• AUDIFONO INALAMBRICO TIPO
VINCHA
• BLUTOOTH 5.4
• BATERIA: HASTA 35H
• CANCELACION DE RUIDO
• RANUIRA PARA TARJETA SD
• ACCESORIOS: CABLE DE CARGA
Y CABLE AUXILIAR",images/BT28.jpg,671,0.9
BG-A4009B,AUDIFONO,BIG-GER,35.0,"• PRODUCTO: AUDÍFONO
INALÁMBRICO VINCHA
• SONIDO DE ALTA CALIDAD
• BATERIA: 20H  LARGA
DURACIÓN
• CARACTERÍSTICAS:
ALMOHADILLA
ACOLCHONADA, AISLANTE DE
SONIDO EXTERNO, ENTRADA
AUXILIAR
• INCLUYE: CABLE DE CARGA
TIPO C, CABLE AUXILIAR",images/BG-A4009B.jpg,672,1.0
ET-A4028B,AUDIFONO,EWTTO,35.0,"• AUDIFONO INALAMBRICO
VINCHA
• BATERIA DE LARGA DURACION
• ALMOHADILLA ACOLCHONADA
ENTRADA AUXILIAR
• CABLE DE CARGA TIPO C
• CABLE AUXILIAR
• COLORES:,ROSADO,NEGRO",images/ET-A4028B.jpg,673,1.0
TCA0298,AUDIFONO RO,MAX,35.0,"• PRODUCTO: AUDIFONO
INALAMBRICO
• MODELO:  VINCHA
• DISEÑO: MICKEY
• CARACTERÍSTICAS: ALMOHADILLA
ACOLCHONADA AISLANTE DE
SONIDO EXTERNO, ENTRADA
AUXILIAR
• INCLUYE: CABLE DE CARGA TIPO C",images/TCA0298.jpg,674,1.0
OC-351,AUDIFONO DE VINCHA ONCE,,35.0,"• AUDIFONO INALAMBRICO VINCHA
• ALMOHADILLA ACOLCHONADA
• ENTRADA AUXILIAR
• CABLE DE CARGA TIPO C
• SONIDO DE ALTA CALIDAD
• BATERIA DE LARGA DURACIÓN",images/OC-351.jpg,675,0.9
K700AIR,AUDIFONO KIMISO,,38.0,"• AUDIFONO INALAMBRICO
• MODELO: VINCHA ACOLCHONADA
• LECTOR DE MEMORIA
• MICROFONO INTEGRADO
• CONTENIDO :CABLE DE CARGA Y
AUXILIAR",images/K700AIR.jpg,676,0.9
ET-A4107B,AUDIFONOS,EWTTO,38.0,"• MODELO: AUDIFONOS
RECARGABLE
• ALTAVOZ:40MM
• BATERIA: 350 MAH
• FUNCIONES: BLUETOOTH,AUX,
• CONTENIDO: CABLE DE CARGA,
CABLE AUXILIAR",images/ET-A4107B.jpg,677,1.0
BT29,AUDIFONO SUPER NIVORA,,40.0,"• AUDIFONO INALAMBRICO TIPO
VINCHA
• BLUETOOTH 5.4
• CANCELACION DE RUIDO (ANC)
• AUTONOMIA DE BATERIA:
HASTA 45H
• ACCESORIOS: CABLE DE CARGA
Y CABLE AUXILIAR",images/BT29.jpg,678,0.9
K601,ANC AUDIFONO KIMISO,,45.0,"• AUDIFONO INALAMBRICO
• MODELO: VINCHA ACOLCHONADA
• LECTOR DE MEMORIA
• PERILLA DE VOLUMEN
• CANCELACION DE RUIDO
• MICROFONO INTEGRADO
• CONTENIDO :CABLE DE CARGA Y
AUXILIAR",images/K601.jpg,679,0.9
SU700,AUDIFONO VINCHA,,45.0,"• PRODUCTO: AUDÍFONO
• MODELO: VINCHA
• FUNCIONES: BLUETOOTH,
LECTOR DE MEMORIA,
ENTRADA AUXILIAR
• INCLUYE: CABLE DE CARGA
TIPO C, CABLE AUXILIAR ,
ESTUCHE
• COLOR: NEGRO",images/SU700.jpg,680,0.9
H612BT,PRO AUDIFONO HAVIT,,60.0,"• AUDIFONO INALAMBRICO
• MODELO: VINCHA ACOLCHONADA
• CANCELACIÓN DE
RUIDO: CUENTAN CON ANC DE
HASTA -30DB.
• CONECTIVIDAD: TECNOLOGÍA
BLUETOOTH V5.4.
• DISEÑO: PLEGABLES, GIRATORIOS Y
LIGEROS.
• MICRÓFONO: INTEGRADO PARA
LLAMADAS CLARAS.",images/H612BT.jpg,681,0.9
,URBAN ROCK AUDIFONO MOVISUN,,70.0,"• AUDIFONO MODELO VINCHA
• BATERIA:500 MAH
• CONECTIVIDAD: BUETOOTH,
ALMOHADILLAS SUAVES
• COMODO, PLEGABLE,
DURADERO
• EFECTO DE SONIDO
ENVOLVENTE
• INCLUYE: CABLE DE CARGA Y
ESTUCHE",images/page_682_product_001.jpg,682,0.75
BS-A1313BP,AUDIFONO PARLANTE BLUETOOTH BOSSNEY,,85.0,"• AUDIFONO MODELO VINCHA
• CASCOS ACOLCHONADOS Y
AISLADORES DE RUIDO EXTERNO
• PARTE EXTERNA FUNCIÓN
PARLANTE
• BOCINAS CON POWER BASS
• DURACIÓN 30H
• ARCO EXTENDIBLE
• ENTRADA AUXILIAR
• CARGA TIPO C",images/BS-A1313BP.jpg,683,0.9
H670BT,AUDIFONO VINCHA 0,,220.0,"• TIPO: OVER-EAR, CUBRE TODA
LA OREJA
• BLUETOOTH 6.0
• AUTONOMIA: 100H DE
REPRODUCCION
• CANCELACION DE RUIDO (ANC)
• SONIDO: 3D CON ECUALIZADOR
• CARGA: PUERTO USB-C CARGA
RAPIDA",images/H670BT.jpg,684,0.9
P801,MICROFONO,,18.0,"• MICROFONO ALAMBRICO
• MALLA METALICA
• CUENTA CON PEDESTAL
• CONECTOR JACK 3.5MM
• COMPATIBLE CON PC O LAPTOP CON
ENTRADA AUXILIAR DE 3.5MM",images/P801.jpg,685,0.9
SC-H8016,MICROFONO SANCI,,30.0,"• INCLUYE 1 MICRÓFONOS DE MANO,
UN RECEPTOR RECARGABLE CON
CONECTOR JACK DE 6.35MM,
BATERÍAS RECARGABLES Y CABLES
DE CARGA.
• BATERIA DE LITIO Y BATERIA AA
• CONECTIVIDAD: UTILIZA
TECNOLOGÍA UHF PARA CONEXIÓN
INALÁMBRICA.
• CARACTERÍSTICAS: EL MICRÓFONO
CUENTAN CON PANTALLAS LED PARA
VISUALIZAR LA FRECUENCIA Y EL
NIVEL DE BATERÍA.",images/SC-H8016.jpg,686,0.9
ET-Y7131,MICRÓFONO,EWTTO,28.0,"• PRODUCTO: MICROFONO
• MODELO : EWTTO
• CONEXIÓN: INALÁMBRICO
• FRECUENCIA UHF PARA SEÑAL
ESTABLE
• ALCANCE : 50 M DE SPACIO
• RECEPTOR LED: QUE INDICA
SEÑAL Y ESTADO DE LA
BATERÍA
• BATERÍA: RECARGABLE
INTEGRADA
• USO: RECOMENDADAS:
PRESENTACIONES,
CONFERENCIAS, KARAOKE,
SHOWS EN VIVO",images/ET-Y7131.jpg,687,1.0
BS-H9823,MICROFONO BOSSNEY,,30.0,"• PRODUCTO: MICROFONO
• MODELO: BOSSNEY
• POTENCIA: 10DBM
• COMPATIBILIDAD: UNIVERSAL
• COLOR: NEGRO
• CONECTIVIDAD/CONEXIÓN:
INALÁMBRICO
• SENSIBILIDAD: 95 ~ -71DBM.
• INCLUYE: BATERIA,
PILAS,CABLE DE CARGA",images/BS-H9823.jpg,688,0.9
,M&M X1 MICROFONO,,35.0,"• MICRÓFONO INALAMBRICO
PORTATIL.
• INCLUYE UN RECEPTOR RECARGABLE
CON UN CONECTOR DE SALIDA DE
JACK 6.3MM PARA CONECTARLO A
EQUIPOS DE SONIDO.
• CUENTA CON BATERIA DE LITIO
RECARGABLE .",images/page_689_product_001.jpg,689,0.75
TSM0021,MICROFONO RO,MAX,35.0,"• MICROFONO INALAMBRICO
• 1 RECEPTOR
• 2 BATERIAS DE LITIO 18650
• PUERTO DE CARGA TIPO C
• CABLE DE CARGA TIPO C
• 50 METRO DE ALCANCE
• PANTALLA DIGITAL LED",images/TSM0021.jpg,690,1.0
ZQS-1M505,MICROFONO,,38.0,"• INCLUYE 1 MICRÓFONOS
INALAMBRICO
• CUENTA CON BATERIA DE LITIO
RECARGABLE Y UNA TRANSMISION
ESTABLE DE LARGO ALCANCE.
• INCLUYE UN RECEPTOR COMPACTO
QUE SE CONECTA MEDIANTE JACK
DE 6.35MM A PARLANTES O
EQUIPOS DE RADIO.",images/ZQS-1M505.jpg,691,0.9
TSM0022,MICROFONO RO,MAX,45.0,"• DOS MICROFONO INALAMBRICO
• 1 RECEPTOR
• 3 BATERIAS DE LITIO 18650
• PUERTO DE CARGA TIPO C
• CABLE DE CARGA TIPO C
• 50 METROS DE ALCANCE
• PANTALLA DIGITAL LED",images/TSM0022.jpg,692,1.0
ZQS-2M506,MICROFONO,,48.0,"• INCLUYE 2 MICRÓFONOS
INALAMBRICOS
• RECARGABLES CON RECEPTOR UHF
CON ALCANCE DE HASTA 50 METROS
• INCLKUYE BATERIA DE LITIO 18650
DE 3.7V OFRECIENDO ENTRE 8-10
HORAS DE USO CONTINUO.
• DISEÑO CON CABEZAL DE MALLA
METALICA Y UN RECEPTOR
COMPARTIDO QUE SE CONECTA
MEDIANTE UN CONECTOR DE
6.35MM.",images/ZQS-2M506.jpg,693,0.9
KMS-902MC,MICROFONO KIMISO,,50.0,"• INCLUYE DOS MICRÓFONOS DE
MANO, UN RECEPTOR RECARGABLE
CON CONECTOR DE 6.35MM,
BATERÍAS RECARGABLES Y CABLES
DE CARGA.
• CONECTIVIDAD: UTILIZA
TECNOLOGÍA UHF PARA CONEXIÓN
INALÁMBRICA.
• 3 PILAS
• CARACTERÍSTICAS: LOS
MICRÓFONOS CUENTAN CON
PANTALLAS LED PARA VISUALIZAR LA
FRECUENCIA Y EL NIVEL DE BATERÍA.",images/KMS-902MC.jpg,694,0.9
KMS-906MC,MICROFONO KIMISO,,55.0,"• COMPONENTES: INCLUYE DOS
MICRÓFONOS DE MANO Y UN
RECEPTOR INALÁMBRICO.
• ALIMENTACIÓN: FUNCIONA CON
BATERÍAS RECARGABLES TIPO 18650.
• USOS: IDEAL PARA EVENTOS,
KARAOKE, CONFERENCIAS Y
PRESENTACIONES EN VIVO.
• COMPATIBILIDAD: EL RECEPTOR
CUENTA CON UN CONECTOR DE 6.5
MM PARA CONSOLAS DE AUDIO O
ALTAVOCES.",images/KMS-906MC.jpg,695,0.9
GK65,MICROFONO,,95.0,"• MICROFONO ALAMBRICO
• CUENTA CON ILUMINACION RGB Y
UN PATRON DE CAPTACION POLAR
CARDIODE QUE REDUCE EL RUIDO
DEL FONDO.
• INCLUYE SOPORTE DE ESCRITORIO Y
SE CONECTA MEDIANTE UN CABLE
USB-C.
• ESTA DISEÑADO PARA MEJORAR LA
CALIDAD DE LA VOZ EN
VIDEOLLAMADAS, CLASES
VIRTUALES, STREAMING O GAMING.",images/GK65.jpg,696,0.9
GK50,PRO MICROFONO,,105.0,"• MICROFONO CONDENSADOR
ALAMBRICO
• CON BRAZO INCORPORADO
• FRECUENCIA MAXIMA DE 30HZ
• CABLE DE 2M
• LUCES RGB
• CUENTA CON CAPTACION POLAR
,CARDIODE.",images/GK50.jpg,697,0.9
BF-888S,RADIO WALKIE TALKIE,,65.0,"• MARCA BAOFENG
• DISTANCIA : 3- 5KM EN
ESPACIOS ABIERTOS
• CUENTA CON 2 RADIOS UHF
DE 16 CANALES
• FUNCIONES: RADIO FM,
SISTEMA VOX
• INCLUYE: 2 RADIOS, 2 BASE DE
CARGA, 2 AUDIFONOS, 2 CLIPS
PARA CINTURON",images/BF-888S.jpg,698,0.9
TSM0019,MICROFONO SOLAPERO,MAX,45.0,"• PRODUCTO: DOS MICROFONO
SOLAPERO
• MODELO: ROMAX
• CONEXIÓN: INALAMBRICO
• CARACTERÍSTICAS: ALTA
DEFINICION DE SONIDO
• DISTANCIA: 30 METROS DE
RECEPCION
• INCLUYE: CABLE DE CARGA TIPO
C
• ENTRADA PARA CABLE AUXILIAR",images/TSM0019.jpg,699,1.0
FP-11590,MICROFONO SOLAPERO,,45.0,"• PRODUCTO: DUO DE MICRÓFONOS
SOLAPEROS
• CONEXIÓN: INALÁMBRICA ESTABLE
A 2.4 GHZ
• CARACTERISTICAS: MICRÓFONO DE
CONDENSADOR
OMNIDIRECCIONAL, REDUCCIÓN
DE RUIDO INTEGRADA
• DISEÑO: COMPACTO Y DISCRETO
• RECEPTORES: PUERTO TIPO C  Y
IPHONE
• INCLUYE: CABLE DE CARGA,
ENTRADA PARA CABLE AUXILIAR",images/FP-11590.jpg,700,0.9
PRO-WM60,MICROFONO SOLAPERO,,55.0,"• PRODUCTO: DUO DE MICRÓFONOS
SOLAPEROS
• TIPO: MICRÓFONO LAVALIER
INALÁMBRICO 4 EN 1 CON ESTUCHE DE
CARGA.
• COMPATIBILIDAD: INCLUYE CONECTORES
TIPO-C Y LIGHTNING PARA DIVERSOS
DISPOSITIVOS.
• TECNOLOGÍA: CUENTA CON
CANCELACIÓN DE RUIDO AVANZADA
(ANC) PARA UNA CAPTURA DE AUDIO
PROFESIONAL Y NÍTIDA.",images/PRO-WM60.jpg,701,0.9
LMCA-240BK,CABLE DE MICROFONO,,59.0,"• CABLE DE MICROFONO CON
CONECTOR XLR.
• LONGITUD:10 METROS
• UTILIZA CABLE DE CALIBRE
24AWG.
• DISEÑO BALANCEADO PARA
REDUCIR LA INTERFERENCIA Y
PROPORCIONAR UN AUDIO
CLARO.",images/LMCA-240BK.jpg,702,0.9
LSC-160,CABLE DE AUDIO,,75.0,"• CABLE DE AUDIO PROFESIONAL
• LONGITUD:10 METROS
• UTILIZA CONECTORES TIPO
SPEAKON EN AMBOS EXTREMOS.
• CUENTA CON CABLE DE CALIBRE
CONDUCTOR DE 16AWG,
DISEÑADO PARA CONECTAR
ALTAVOCES O AMPLIFICADORES.",images/LSC-160.jpg,703,0.9
LSC-161,CABLE DE AUDIO,,75.0,"• CABLE DE AUDIO PROFESIONAL
• LONGITUD:10 METROS
• CONECTORES TIPO SPEAKON EN
UN EXTREMO Y CONECTOR PLUG
DE ¼´´(6.35MM)EN EL OTRO.
• CABLE DE CALIBRE CONDUCTOR
DE 16AWG.",images/LSC-161.jpg,704,0.9
AD-MS03,HOLDER,ALDEEPO,3.5,"• HOLDER PARA CELULAR
• GIRATORIO 360°",images/AD-MS03.jpg,706,1.0
AD-MS02,HOLDER,ALDEEPO,3.5,"• DISEÑO: PLEGABLE Y
AJUSTABLE, CON CAPACIDAD
DE ROTACIÓN DE 360
GRADOS PARA MÚLTIPLES
ÁNGULOS DE
VISUALIZACIÓN.
• SEGURIDAD: CUENTA CON
UN DISEÑO
ANTIDESLIZANTE",images/AD-MS02.jpg,707,1.0
,150433 HOLDER DE CELULAR,,6.0,"• DISEÑO: PLEGABLE Y
AJUSTABLE
• SEGURIDAD: CUENTA CON
UN DISEÑO
ANTIDESLIZANTE
• ABSORCION MAGNETICA",images/page_708_product_001.jpg,708,0.75
ET-E0561,HOLDER DE CELULAR,EWTTO,7.0,"• SOPORTE DE CARRO PARA
CELULAR
• SUJETADOR ANTIDESLIZABLE
• CUELLO EXTENDIBLE
• ROTACION 360°",images/ET-E0561.jpg,709,1.0
RT-625,HOLDER,BOSSNEY,7.0,"• PRODUCTO: SOPORTE DE
CELULAR
• MARCA: BOSSNEY
• USO: PARA  RETROVISOR
• CARCTERISTÍCAS:
SUJETADOR ANTIDESLIZABLE
• INCLINACIÓN A GUSTO
• BRAZOS EXTENDIBLES DE
BASE",images/RT-625.jpg,710,1.0
ET-E0560,HOLDER DE CELULAR,EWTTO,7.0,"• SOPORTE DE CARRO PARA
CELULAR
• SUJETADOR
ANTIDESLIZABLE
• ROTACION 360°",images/ET-E0560.jpg,711,1.0
ET-E0562,HOLDER DE CELULAR,EWTTO,7.0,"• SOPORTE DE CARRO PARA
CELULAR
• SUJETADOR
ANTIDESLIZABLE
• ROTACION 360°",images/ET-E0562.jpg,712,1.0
ET-E0563,HOLDER DE CELULAR,EWTTO,7.0,"• SOPORTE DE CARRO PARA
CELULAR
• SUJETADOR
ANTIDESLIZABLE
• ROTACION 360°",images/ET-E0563.jpg,713,1.0
ET-E0570,HOLDER,EWTTO,7.0,"• SOPORTE DE CARRO PARA
CELULAR
• SUJETADOR ANTIDESLIZABLE
• INCLINACIÓN A GUSTO
• CUELLO EXTENDIBLE
• BRAZOS EXTENDIBLES DE
BASE",images/ET-E0570.jpg,714,1.0
TCH0210,HOLDER DE MOTO,,9.0,"• NO BLOQUEA LAS
CAMARAS NI TODO TIPO
DE BOTONES, PUEDE
GIRAR 360°
• INCLUYE SOMBRILLA",images/TCH0210.jpg,715,0.9
